(0, 1, 2, 1, 1, 2, 0, 1)    [[4, 27, 31]]
(1, 1, 2, 2, 0, 0, 1, 1)    [[6, 23, 44]]
(0, 0, 1, 2, 2, 1, 1, 1)    [[32, 54, 68]]
(2, 1, 1, 0, 1, 0, 2, 1)    [[54, 62, 68]]
(1, 0, 2, 1, 1, 0, 2, 1)    [[24, 27, 31]]
(2, 2, 0, 1, 0, 1, 1, 1)    [[23, 27, 31]]
(1, 0, 2, 0, 1, 1, 1, 2)    [[16, 21, 24]]
(1, 1, 1, 0, 1, 3, 0, 1)    [[4, 21, 24]]
(1, 3, 1, 0, 1, 1, 0, 1)    [[24, 31, 56]]
(1, 1, 0, 1, 1, 3, 0, 1)    [[18, 44, 71]]
(0, 2, 2, 1, 0, 2, 1, 0)    [[4, 31, 58]]
(2, 1, 1, 0, 2, 0, 2, 0)    [[4, 24, 27]]
(1, 0, 2, 1, 0, 0, 2, 2)    [[30, 44, 71]]
(1, 0, 2, 2, 1, 0, 2, 0)    [[12, 23, 44]]
(2, 2, 0, 0, 1, 1, 0, 2)    [[16, 24, 63]]
(2, 2, 0, 1, 2, 0, 1, 0)    [[21, 24, 52]]
(0, 1, 1, 3, 0, 2, 0, 1)    [[20, 46, 71]]
(1, 0, 3, 2, 1, 0, 1, 0)    [[32, 62, 68]]
(2, 1, 1, 3, 0, 0, 1, 0)    [[19, 23, 44]]
(1, 3, 0, 2, 1, 1, 0, 0)    [[36, 46, 77]]
(0, 1, 3, 1, 2, 0, 0, 1)    [[21, 24, 27]]
(2, 0, 1, 0, 0, 1, 3, 1)    [[40, 54, 68]]
(2, 0, 1, 0, 3, 0, 1, 1)    [[18, 19, 44]]
(1, 1, 2, 3, 0, 1, 0, 0)    [[22, 36, 44]]
(1, 0, 3, 1, 0, 0, 2, 1)    [[18, 23, 44]]
(1, 0, 1, 1, 0, 0, 3, 2)    [[30, 46, 71]]
(0, 1, 0, 1, 0, 2, 1, 3)    [[4, 21, 31]]
(1, 2, 1, 0, 3, 0, 0, 1)    [[4, 21, 44]]
(1, 3, 0, 1, 0, 2, 0, 1)    [[9, 35, 69]]
(1, 1, 2, 0, 3, 0, 1, 0)    [[18, 19, 72]]
(0, 0, 1, 0, 1, 3, 1, 2)    [[4, 21, 27]]
(3, 0, 1, 2, 0, 1, 1, 0)    [[31, 52, 57], [31, 33, 56]]
(0, 2, 0, 1, 1, 3, 0, 1)    [[30, 36, 46]]
(3, 1, 0, 2, 0, 1, 1, 0)    [[22, 36, 68]]
(1, 0, 0, 3, 0, 1, 2, 1)    [[11, 21, 31]]
(1, 0, 1, 2, 0, 1, 3, 0)    [[6, 18, 44]]
(1, 0, 2, 1, 3, 0, 0, 1)    [[33, 56, 58]]
(3, 1, 2, 0, 1, 1, 0, 0)    [[24, 56, 63]]
(0, 2, 1, 1, 0, 1, 0, 3)    [[20, 36, 46]]
(3, 0, 2, 1, 1, 0, 0, 1)    [[31, 56, 58]]
(1, 0, 1, 3, 0, 0, 2, 1)    [[31, 33, 58]]
(1, 4, 0, 0, 1, 1, 0, 1)    [[20, 42, 71], [21, 31, 56]]
(1, 0, 1, 4, 1, 0, 0, 1)    [[5, 40, 68]]
(2, 0, 2, 2, 0, 0, 2, 0)    [[14, 23, 44], [14, 36, 44]]
(1, 0, 4, 1, 1, 0, 1, 0)    [[20, 22, 36], [18, 22, 44]]
(1, 0, 4, 1, 1, 0, 0, 1)    [[30, 44, 60]]
(2, 2, 2, 0, 2, 0, 0, 0)    [[36, 44, 68]]
(2, 3, 0, 2, 0, 1, 0, 0)    [[16, 21, 52], [36, 44, 80], [6, 44, 80], [20, 46, 77]]
(1, 0, 3, 2, 0, 0, 2, 0)    [[4, 23, 27], [4, 6, 44], [32, 36, 68], [12, 36, 44], [6, 20, 46], [12, 14, 44]]
(3, 2, 2, 0, 1, 0, 0, 0)    [[44, 64, 80], [18, 48, 67], [5, 45, 68], [5, 38, 45]]
(2, 0, 2, 0, 0, 0, 3, 1)    [[4, 16, 21]]
(2, 0, 1, 3, 0, 0, 2, 0)    [[18, 51, 67], [46, 76, 77]]
(3, 2, 0, 2, 0, 1, 0, 0)    [[54, 62, 74]]
(2, 0, 2, 1, 0, 0, 3, 0)    [[4, 14, 44], [4, 23, 44], [4, 36, 44]]
(0, 0, 2, 0, 3, 0, 2, 1)    [[21, 24, 63]]
(1, 0, 3, 2, 2, 0, 0, 0)    [[6, 23, 46]]
(2, 1, 0, 2, 0, 3, 0, 0)    [[14, 44, 71], [23, 44, 71], [32, 54, 70]]
(0, 0, 0, 1, 0, 2, 3, 2)    [[6, 44, 46], [36, 44, 46]]
(2, 3, 0, 1, 0, 2, 0, 0)    [[4, 44, 80], [4, 44, 64], [12, 44, 80]]
(1, 2, 3, 0, 2, 0, 0, 0)    [[4, 31, 44]]
(2, 0, 0, 2, 1, 3, 0, 0)    [[36, 44, 71]]
(2, 0, 3, 2, 0, 0, 1, 0)    [[43, 44, 64], [20, 43, 46]]
(2, 1, 0, 0, 2, 3, 0, 0)    [[9, 35, 50]]
(2, 3, 1, 0, 2, 0, 0, 0)    [[4, 27, 58], [4, 44, 58], [44, 71, 80]]
(2, 0, 3, 1, 0, 0, 2, 0)    [[36, 43, 46], [40, 62, 68]]
(2, 1, 3, 0, 2, 0, 0, 0)    [[44, 64, 71], [4, 24, 44], [54, 62, 70]]
(1, 2, 0, 3, 0, 2, 0, 0)    [[6, 44, 71]]
(1, 2, 2, 0, 3, 0, 0, 0)    [[54, 68, 70], [4, 27, 44]]
(2, 0, 1, 2, 0, 0, 3, 0)    [[36, 40, 68], [36, 54, 68], [6, 12, 44]]
(1, 3, 0, 2, 0, 2, 0, 0)    [[40, 68, 75], [54, 68, 75]]
(2, 3, 0, 0, 0, 2, 0, 1)    [[4, 21, 52]]
(2, 2, 0, 1, 0, 3, 0, 0)    [[32, 68, 75]]
(2, 3, 0, 0, 0, 1, 2, 0)    [[21, 24, 56]]
(3, 2, 0, 1, 0, 2, 0, 0)    [[14, 44, 80], [10, 19, 65], [23, 44, 64], [6, 44, 64], [14, 44, 64], [36, 44, 64]]
(2, 0, 2, 0, 1, 0, 3, 0)    [[29, 62, 68]]
(2, 2, 1, 0, 3, 0, 0, 0)    [[36, 46, 68]]
(3, 2, 0, 2, 1, 0, 0, 0)    [[5, 45, 65]]
(3, 1, 0, 2, 0, 2, 0, 0)    [[9, 52, 57], [11, 31, 58]]
(3, 2, 1, 0, 2, 0, 0, 0)    [[18, 19, 48], [14, 44, 65], [18, 19, 67]]
(3, 2, 1, 2, 0, 0, 0, 0)    [[22, 44, 50]]
(3, 2, 0, 1, 2, 0, 0, 0)    [[18, 19, 26]]
(3, 0, 2, 1, 0, 0, 2, 0)    [[29, 46, 77], [4, 11, 31]]
(1, 0, 2, 2, 0, 0, 3, 0)    [[32, 40, 68], [6, 36, 46], [4, 12, 44]]
(3, 0, 1, 2, 0, 0, 2, 0)    [[11, 27, 31]]
(0, 0, 0, 3, 0, 2, 1, 2)    [[16, 21, 63]]
(1, 2, 0, 2, 0, 3, 0, 0)    [[12, 44, 71]]
(3, 0, 2, 2, 0, 0, 1, 0)    [[5, 10, 45]]
(3, 0, 0, 2, 0, 0, 2, 1)    [[5, 32, 68]]
(3, 1, 2, 0, 2, 0, 0, 0)    [[35, 50, 69]]
(2, 0, 2, 3, 1, 0, 0, 0)    [[5, 62, 68]]
(1, 1, 0, 3, 0, 3, 0, 0)    [[16, 21, 27]]
(3, 0, 3, 0, 0, 0, 1, 1)    [[32, 59, 68]]
(1, 0, 3, 3, 0, 0, 1, 0)    [[6, 14, 44]]
(0, 0, 0, 3, 0, 3, 1, 1)    [[14, 44, 46], [23, 44, 46]]
(3, 3, 0, 1, 0, 1, 0, 0)    [[27, 31, 56], [27, 31, 57], [4, 31, 57], [36, 44, 50], [6, 44, 52], [23, 44, 60]]
(3, 0, 3, 1, 0, 0, 1, 0)    [[14, 30, 44], [23, 30, 44], [14, 19, 44], [6, 19, 44], [32, 40, 54], [4, 23, 31], [29, 40, 77]]
(3, 3, 1, 0, 1, 0, 0, 0)    [[43, 64, 70], [52, 57, 58], [18, 19, 71], [32, 54, 79]]
(0, 3, 0, 0, 1, 3, 0, 1)    [[11, 16, 21]]
(1, 0, 1, 3, 0, 0, 3, 0)    [[28, 51, 55], [14, 18, 44], [25, 51, 55]]
(3, 0, 1, 3, 0, 0, 1, 0)    [[15, 18, 19], [19, 36, 44]]
(3, 0, 1, 1, 0, 0, 3, 0)    [[23, 36, 44], [6, 36, 44], [10, 18, 19], [25, 28, 55]]
(3, 1, 3, 0, 1, 0, 0, 0)    [[31, 57, 58]]
(3, 1, 3, 1, 0, 0, 0, 0)    [[18, 22, 48]]
(3, 1, 0, 3, 0, 1, 0, 0)    [[24, 52, 57], [23, 31, 58]]
(1, 0, 3, 1, 0, 0, 3, 0)    [[18, 36, 44]]
(3, 3, 0, 0, 0, 1, 0, 1)    [[4, 44, 52]]
(3, 0, 0, 1, 0, 1, 3, 0)    [[19, 26, 65]]
(1, 3, 1, 0, 3, 0, 0, 0)    [[36, 42, 68]]
(3, 1, 0, 1, 0, 3, 0, 0)    [[27, 31, 58]]
(3, 1, 1, 0, 3, 0, 0, 0)    [[23, 27, 44]]
(0, 0, 0, 3, 3, 1, 0, 1)    [[29, 76, 77]]
(3, 0, 1, 3, 1, 0, 0, 0)    [[59, 62, 68]]
(1, 3, 0, 3, 1, 0, 0, 0)    [[32, 54, 62]]
(1, 3, 0, 1, 0, 3, 0, 0)    [[20, 36, 44]]
(3, 3, 0, 1, 1, 0, 0, 0)    [[18, 19, 23]]
(3, 3, 0, 1, 0, 0, 1, 0)    [[62, 68, 79]]
(2, 4, 0, 1, 0, 1, 0, 0)    [[4, 44, 50], [12, 44, 52], [4, 44, 60], [12, 44, 60]]
(4, 1, 2, 0, 1, 0, 0, 0)    [[18, 26, 48], [24, 52, 56], [5, 40, 45], [44, 52, 64], [24, 27, 56], [44, 60, 64], [14, 46, 65], [19, 44, 65], [44, 60, 80]]
(4, 2, 1, 0, 0, 1, 0, 0)    [[19, 65, 72]]
(4, 2, 0, 1, 0, 1, 0, 0)    [[21, 52, 58], [10, 45, 65], [9, 52, 58], [11, 31, 56]]
(4, 1, 0, 2, 0, 1, 0, 0)    [[15, 19, 65], [30, 44, 80], [22, 44, 64], [40, 54, 62], [30, 44, 64], [30, 46, 77], [23, 46, 77], [43, 62, 68]]
(2, 1, 0, 4, 0, 1, 0, 0)    [[19, 44, 71], [22, 44, 71], [40, 54, 70]]
(4, 0, 1, 1, 0, 0, 2, 0)    [[9, 21, 52], [14, 19, 65]]
(2, 0, 4, 1, 0, 0, 1, 0)    [[4, 22, 44], [4, 19, 44], [6, 30, 46], [12, 19, 44], [12, 22, 44]]
(0, 0, 4, 0, 2, 0, 1, 1)    [[24, 56, 58]]
(4, 1, 1, 0, 0, 2, 0, 0)    [[4, 24, 52]]
(1, 0, 1, 2, 0, 0, 4, 0)    [[4, 18, 44]]
(4, 0, 2, 1, 0, 0, 1, 0)    [[14, 45, 65], [11, 23, 31], [9, 24, 52], [18, 50, 67], [19, 45, 65]]
(2, 0, 1, 4, 0, 0, 1, 0)    [[23, 36, 46], [20, 44, 71], [43, 54, 70], [50, 51, 67]]
(4, 1, 2, 1, 0, 0, 0, 0)    [[6, 18, 23]]
(1, 2, 1, 0, 4, 0, 0, 0)    [[36, 42, 46], [51, 55, 67]]
(4, 0, 2, 0, 1, 0, 1, 0)    [[29, 62, 77]]
(1, 0, 1, 4, 0, 0, 2, 0)    [[5, 29, 68]]
(2, 0, 1, 4, 0, 0, 0, 1)    [[42, 44, 71]]
(1, 4, 1, 0, 2, 0, 0, 0)    [[18, 44, 67], [9, 35, 52], [4, 21, 58]]
(4, 2, 1, 1, 0, 0, 0, 0)    [[6, 47, 67]]
(1, 4, 0, 2, 0, 1, 0, 0)    [[6, 46, 77], [12, 44, 64]]
(4, 0, 2, 1, 1, 0, 0, 0)    [[5, 6, 68]]
(0, 4, 1, 0, 2, 0, 1, 0)    [[36, 42, 44]]
(2, 1, 4, 0, 1, 0, 0, 0)    [[44, 50, 71], [44, 60, 71]]
(1, 4, 0, 1, 0, 2, 0, 0)    [[18, 44, 80]]
(4, 0, 1, 2, 0, 0, 1, 0)    [[14, 43, 46]]
(1, 0, 2, 1, 0, 0, 4, 0)    [[29, 40, 68], [29, 32, 68], [29, 54, 68]]
(2, 0, 4, 0, 0, 0, 1, 1)    [[30, 42, 71]]
(1, 0, 1, 0, 0, 0, 4, 2)    [[12, 51, 55]]
(4, 1, 1, 0, 0, 0, 2, 0)    [[4, 52, 58]]
(1, 1, 4, 2, 0, 0, 0, 0)    [[6, 22, 44], [31, 52, 58]]
(2, 4, 1, 0, 1, 0, 0, 0)    [[12, 44, 51], [40, 68, 77]]
(4, 1, 0, 1, 0, 2, 0, 0)    [[4, 24, 56]]
(1, 0, 4, 1, 0, 0, 2, 0)    [[15, 18, 67]]
(1, 0, 1, 0, 0, 0, 2, 4)    [[21, 24, 31]]
(2, 4, 0, 0, 1, 1, 0, 0)    [[9, 35, 45]]
(0, 2, 0, 1, 0, 1, 4, 0)    [[4, 24, 31]]
(4, 0, 2, 0, 0, 0, 1, 1)    [[20, 23, 46]]
(4, 1, 0, 2, 0, 0, 1, 0)    [[6, 62, 68]]
(0, 0, 0, 0, 4, 1, 2, 1)    [[21, 27, 31]]
(1, 1, 4, 0, 2, 0, 0, 0)    [[18, 48, 72]]
(0, 2, 1, 0, 4, 0, 0, 1)    [[30, 36, 71]]
(2, 4, 0, 0, 1, 0, 0, 1)    [[20, 36, 71]]
(1, 0, 0, 1, 0, 4, 0, 2)    [[9, 35, 66]]
(0, 4, 0, 1, 0, 1, 0, 2)    [[30, 36, 44]]
(1, 0, 2, 4, 0, 0, 1, 0)    [[5, 54, 68]]
(4, 1, 2, 0, 0, 0, 0, 1)    [[44, 50, 80]]
(2, 0, 0, 3, 0, 0, 3, 0)    [[11, 24, 31], [4, 33, 58]]
(0, 0, 3, 2, 0, 0, 3, 0)    [[15, 51, 67]]
(2, 0, 3, 0, 0, 0, 3, 0)    [[15, 18, 48]]
(2, 3, 0, 0, 3, 0, 0, 0)    [[24, 31, 63], [18, 44, 48]]
(2, 3, 0, 3, 0, 0, 0, 0)    [[43, 46, 77], [4, 24, 63]]
(3, 3, 0, 0, 0, 0, 0, 2)    [[32, 68, 79]]
(2, 0, 3, 0, 3, 0, 0, 0)    [[18, 67, 72]]
(0, 2, 0, 3, 0, 3, 0, 0)    [[6, 46, 71]]
(3, 3, 0, 2, 0, 0, 0, 0)    [[35, 50, 67], [11, 31, 57]]
(0, 0, 0, 2, 0, 3, 0, 3)    [[46, 71, 77]]
