3	19	33	70	0.08333333333333333
3	18	40	47	0.08333333333333333
3	18	6	78	0.08333333333333333
3	20	40	46	0.08333333333333333
3	12	18	65	0.08333333333333333
3	27	52	54	0.08333333333333333
3	14	60	64	0.08333333333333333
3	36	69	77	0.08333333333333333
3	20	37	54	0.08333333333333333
3	30	72	77	0.08333333333333333
3	54	62	70	0.08333333333333333
3	40	67	78	0.08333333333333333
3	2	32	43	0.08333333333333333
3	36	58	59	0.08333333333333333
3	35	54	70	0.08333333333333333
3	19	33	76	0.08333333333333333
3	16	43	55	0.08333333333333333
3	54	58	70	0.08333333333333333
3	60	68	71	0.08333333333333333
3	33	5	58	0.08333333333333333
3	29	5	9	0.08333333333333333
3	19	5	60	0.08333333333333333
3	28	5	8	0.08333333333333333
3	37	40	5	0.08333333333333333
3	11	2	43	0.08333333333333333
3	30	55	77	0.08333333333333333
3	46	66	8	0.08333333333333333
3	18	23	52	0.08333333333333333
3	5	69	8	0.0
3	21	76	9	0.08333333333333333
3	23	62	76	0.08333333333333333
3	22	4	65	0.08333333333333333
3	27	55	77	0.08333333333333333
3	48	54	71	0.08333333333333333
3	5	52	70	0.08333333333333333
3	4	47	49	0.08333333333333333
3	20	35	40	0.08333333333333333
3	35	40	49	0.08333333333333333
3	42	66	77	0.08333333333333333
3	37	46	9	0.08333333333333333
3	14	19	64	0.08333333333333333
3	35	40	47	0.0
3	36	66	72	0.08333333333333333
3	40	49	54	0.08333333333333333
3	15	5	52	0.08333333333333333
3	23	31	37	0.08333333333333333
3	46	55	69	0.08333333333333333
3	42	76	9	0.08333333333333333
3	30	35	76	0.08333333333333333
3	31	34	43	0.08333333333333333
3	14	43	58	0.08333333333333333
3	4	40	70	0.08333333333333333
3	33	5	66	0.08333333333333333
3	2	29	37	0.08333333333333333
3	16	52	63	0.08333333333333333
3	14	43	55	0.08333333333333333
3	47	6	76	0.08333333333333333
3	32	49	78	0.08333333333333333
3	28	54	71	0.08333333333333333
3	63	72	8	0.08333333333333333
3	14	68	78	0.08333333333333333
3	20	34	55	0.08333333333333333
3	59	6	68	0.08333333333333333
3	32	49	59	0.08333333333333333
3	19	43	78	0.08333333333333333
3	28	40	47	0.08333333333333333
3	29	4	60	0.08333333333333333
3	1	44	60	0.08333333333333333
3	32	64	75	0.08333333333333333
3	40	5	60	0.08333333333333333
3	16	57	63	0.0
3	28	35	54	0.08333333333333333
3	14	21	35	0.08333333333333333
3	28	47	69	0.08333333333333333
3	32	52	54	0.08333333333333333
3	31	37	43	0.08333333333333333
3	14	64	66	0.08333333333333333
3	15	19	76	0.08333333333333333
3	36	63	8	0.08333333333333333
3	14	32	58	0.08333333333333333
3	28	54	8	0.08333333333333333
3	11	14	58	0.08333333333333333
3	23	24	62	0.08333333333333333
3	29	32	4	0.08333333333333333
3	20	55	69	0.08333333333333333
3	37	54	70	0.08333333333333333
3	15	64	7	0.08333333333333333
3	14	28	54	0.08333333333333333
3	21	58	8	0.08333333333333333
3	37	46	61	0.08333333333333333
3	42	62	9	0.08333333333333333
3	29	42	78	0.08333333333333333
3	22	28	71	0.08333333333333333
3	14	15	21	0.08333333333333333
3	47	69	76	0.08333333333333333
3	5	52	58	0.08333333333333333
3	40	47	78	0.08333333333333333
3	54	62	9	0.08333333333333333
3	32	49	75	0.08333333333333333
3	19	33	66	0.08333333333333333
3	36	43	6	0.08333333333333333
3	6	72	76	0.08333333333333333
3	22	33	56	0.08333333333333333
3	1	56	60	0.08333333333333333
3	49	54	71	0.08333333333333333
3	23	35	40	0.08333333333333333
