3	40	49	54	0.08333333333333333
3	40	46	9	0.08333333333333333
3	23	31	37	0.08333333333333333
3	35	54	70	0.08333333333333333
3	14	19	43	0.08333333333333333
3	54	57	59	0.08333333333333333
3	12	18	23	0.08333333333333333
3	32	43	8	0.08333333333333333
3	14	24	32	0.08333333333333333
3	37	40	5	0.08333333333333333
3	27	54	60	0.08333333333333333
3	20	40	46	0.08333333333333333
3	40	47	78	0.08333333333333333
3	30	55	77	0.08333333333333333
3	33	5	58	0.08333333333333333
3	34	43	55	0.08333333333333333
3	28	54	8	0.08333333333333333
3	49	54	78	0.08333333333333333
3	15	2	6	0.08333333333333333
3	29	6	71	0.08333333333333333
3	40	5	60	0.08333333333333333
3	54	58	71	0.08333333333333333
3	49	54	71	0.08333333333333333
3	29	37	66	0.08333333333333333
3	14	15	21	0.08333333333333333
3	15	64	7	0.08333333333333333
3	54	58	59	0.08333333333333333
3	32	52	54	0.08333333333333333
3	23	52	54	0.08333333333333333
3	20	54	6	0.08333333333333333
3	54	58	70	0.08333333333333333
3	23	35	40	0.08333333333333333
3	22	33	56	0.08333333333333333
3	20	37	54	0.08333333333333333
3	19	6	71	0.08333333333333333
3	52	54	62	0.08333333333333333
3	46	66	8	0.08333333333333333
3	19	59	9	0.08333333333333333
3	14	60	64	0.08333333333333333
3	66	72	8	0.08333333333333333
3	29	5	9	0.08333333333333333
3	28	29	77	0.08333333333333333
3	4	47	49	0.08333333333333333
3	47	6	76	0.08333333333333333
3	43	55	63	0.08333333333333333
3	11	2	43	0.08333333333333333
3	11	2	8	0.08333333333333333
3	2	23	8	0.08333333333333333
3	21	76	9	0.08333333333333333
3	40	54	78	0.08333333333333333
3	6	72	76	0.08333333333333333
3	27	55	77	0.08333333333333333
3	35	40	47	0.0
3	16	52	63	0.08333333333333333
3	15	5	52	0.08333333333333333
3	59	6	68	0.08333333333333333
3	18	2	52	0.08333333333333333
3	37	46	61	0.08333333333333333
3	1	43	76	0.08333333333333333
3	30	35	76	0.08333333333333333
3	15	19	56	0.08333333333333333
3	52	54	58	0.08333333333333333
3	15	19	76	0.08333333333333333
3	32	49	78	0.08333333333333333
3	30	55	69	0.08333333333333333
3	1	46	56	0.0
3	22	34	55	0.08333333333333333
3	42	76	9	0.08333333333333333
3	2	32	58	0.08333333333333333
3	14	19	64	0.08333333333333333
3	20	37	46	0.08333333333333333
3	4	40	70	0.08333333333333333
3	19	33	37	0.08333333333333333
3	5	52	70	0.08333333333333333
3	12	18	65	0.08333333333333333
3	6	66	77	0.08333333333333333
3	54	60	8	0.08333333333333333
3	28	35	54	0.08333333333333333
3	14	43	58	0.08333333333333333
3	18	40	47	0.08333333333333333
3	54	62	9	0.08333333333333333
3	5	52	8	0.08333333333333333
3	22	4	65	0.08333333333333333
3	29	66	77	0.08333333333333333
3	27	72	75	0.08333333333333333
3	43	59	6	0.08333333333333333
3	11	16	58	0.08333333333333333
3	19	33	5	0.08333333333333333
3	54	60	71	0.08333333333333333
3	2	29	37	0.08333333333333333
3	18	2	43	0.08333333333333333
3	14	32	58	0.08333333333333333
3	19	62	76	0.08333333333333333
3	43	57	63	0.08333333333333333
3	31	34	43	0.08333333333333333
3	18	23	52	0.08333333333333333
3	30	72	77	0.08333333333333333
3	14	64	66	0.08333333333333333
3	2	4	8	0.08333333333333333
3	14	35	43	0.08333333333333333
3	33	46	56	0.08333333333333333
3	33	5	66	0.08333333333333333
3	1	56	60	0.08333333333333333
3	20	55	69	0.08333333333333333
3	6	64	66	0.08333333333333333
3	19	5	60	0.08333333333333333
3	14	68	78	0.08333333333333333
3	46	55	69	0.08333333333333333
3	40	59	68	0.08333333333333333
3	5	52	58	0.08333333333333333
3	15	47	69	0.08333333333333333
3	35	40	49	0.08333333333333333
3	20	34	55	0.08333333333333333
3	22	28	71	0.08333333333333333
3	19	68	76	0.08333333333333333
3	23	54	60	0.08333333333333333
3	2	32	43	0.08333333333333333
3	19	37	40	0.08333333333333333
3	49	5	52	0.08333333333333333
3	48	66	69	0.08333333333333333
3	19	43	49	0.08333333333333333
3	38	54	59	0.08333333333333333
3	29	4	60	0.08333333333333333
3	40	46	49	0.08333333333333333
3	19	43	9	0.08333333333333333
3	43	49	54	0.08333333333333333
3	22	48	71	0.08333333333333333
3	20	35	40	0.08333333333333333
3	1	44	60	0.08333333333333333
3	43	6	66	0.08333333333333333
3	23	28	54	0.08333333333333333
3	4	60	65	0.08333333333333333
3	16	43	55	0.08333333333333333
3	11	2	37	0.08333333333333333
3	15	54	59	0.08333333333333333
3	16	57	63	0.0
3	14	21	35	0.08333333333333333
3	54	71	78	0.08333333333333333
3	36	66	72	0.08333333333333333
3	22	24	71	0.08333333333333333
3	28	54	71	0.08333333333333333
3	37	54	55	0.08333333333333333
3	28	40	47	0.08333333333333333
3	42	62	9	0.08333333333333333
3	60	68	71	0.08333333333333333
3	20	66	69	0.08333333333333333
3	54	62	70	0.08333333333333333
3	30	52	54	0.08333333333333333
3	19	20	56	0.08333333333333333
3	36	43	6	0.08333333333333333
3	47	76	9	0.08333333333333333
3	21	49	54	0.08333333333333333
3	40	67	78	0.08333333333333333
3	35	49	70	0.08333333333333333
3	19	33	70	0.08333333333333333
3	15	52	54	0.08333333333333333
3	37	5	66	0.08333333333333333
3	23	24	62	0.08333333333333333
3	19	37	5	0.08333333333333333
3	37	49	54	0.0
3	29	42	78	0.08333333333333333
3	29	32	4	0.08333333333333333
3	14	22	27	0.08333333333333333
